product_area,sub_product_area,signal_name,default_priority,metric_name,type,definition_table,value_min,value_max,delta_min,delta_max,delta_velocity_min,delta_velocity_max,documentation_link,obd_value,metric_table,metric_column,exported_to_data_lake,is_applicable_ice,is_applicable_hydrogen,is_applicable_hybrid,is_applicable_phev,is_applicable_bev,is_applicable_unknown
Vehicle Diagnostics,General Information,Air Temperature,3,air_temp_milli_c,air_temp_milli_c,,-272984.375000,1734953.125000,,,,,,16,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.air_temp_milli_c,True,True,True,True,True,False,False
Vehicle Diagnostics,Maintenance,12V Battery Voltage - Diagnostic,1000,battery_milli_v,battery_milli_v,,0.000000,3276725.000000,,,,,,18,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.battery_milli_v,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Engine Coolant Temperature,3,coolant_temp_milli_c,coolant_temp_milli_c,,-39500.000000,214500.000000,,,,,,19,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.coolant_temp_milli_c,True,True,False,True,True,False,False
Vehicle Diagnostics,General Information,Engine Load,3,engine_load_percent,engine_load_percent,,0.000000,127.250000,,,,,,20,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.engine_load_percent,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Engine RPM,3,engine_rpm,engine_rpm,,0.000000,16383.625000,,,,,,22,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.engine_rpm,True,True,True,True,True,False,False
Vehicle Diagnostics,Fuel and Energy,Fuel Level,1,fuel_level_percent,fuel_level_percent,,0.000000,100.000000,-10.000000,10.000000,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/4621773/VDP+Fuel+Consumption,5,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.fuel_level_percent,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Oil Pressure,3,oil_pressure_k_pa,oil_pressure_k_pa,,0.000000,998.000000,,,,,,151,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.oil_pressure_k_pa,True,True,False,True,True,False,False
Vehicle Diagnostics,Tire Pressure Monitoring,Tire Pressure Back Left,3,tire_pressure_back_left_k_pa,tire_pressure_back_left_k_pa,,,,,,,,,25,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.tire_pressure_back_left_k_pa,True,True,True,True,True,True,True
Vehicle Diagnostics,Tire Pressure Monitoring,Tire Pressure Back Right,3,tire_pressure_back_right_k_pa,tire_pressure_back_right_k_pa,,,,,,,,,26,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.tire_pressure_back_right_k_pa,True,True,True,True,True,True,True
Vehicle Diagnostics,Tire Pressure Monitoring,Tire Pressure Front Left,3,tire_pressure_front_left_k_pa,tire_pressure_front_left_k_pa,,,,,,,,,23,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.tire_pressure_front_left_k_pa,True,True,True,True,True,True,True
Vehicle Diagnostics,Tire Pressure Monitoring,Tire Pressure Front Right,3,tire_pressure_front_right_k_pa,tire_pressure_front_right_k_pa,,,,,,,,,24,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.tire_pressure_front_right_k_pa,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Manifold Temperature,50,manifold_temp_milli_c,manifold_temp_milli_c,,-39500.000000,214500.000000,,,,,,21,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.mnfld_temp_milli_c,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Engine Time Since Ignition,50,engine_on_secs,engine_on_secs,,0.500000,65534.500000,,,,,,52,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.engine_on_secs,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Soot Load,3,at1_dpf_soot_load_percent,at1_dpf_soot_load_percent,,0.000000,250.000000,,,,,,,kinesisstats.osdat1dpfsootloadpercent,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,Eco Driving,Coasting - Torque Based,1,coasting_time_torque_based_ignoring_brake,coasting_time_torque_based_ignoring_brake,,0.000000,600000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5818493/VDP+EcoDriving,,kinesisstats.osdcoastingtimetorquebasedignoringbrakems,value.int_value,True,True,False,False,False,False,False
Vehicle Diagnostics,Maintenance,Diesel Exhaust Fluid Level,1,def_tank_level_milli_percent,def_tank_level_milli_percent,,400.000000,100000.000000,0.000000,10000.000000,,,,,kinesisstats.osddeftanklevelmillipercent,value.int_value,True,True,False,False,False,False,False
Vehicle Diagnostics,Eco Driving,Engine Torque Over Limit,1,delta_accel_engine_torque_over_limit,delta_accel_engine_torque_over_limit,,0.000000,600000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5818493/VDP+EcoDriving,,kinesisstats.osddeltaaccelenginetorqueoverlimitms,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Eco Driving,Engine Torque Over Limit w/ CC,1,delta_accel_engine_torque_over_limit_while_not_on_cruise_control,delta_accel_engine_torque_over_limit_while_not_on_cruise_control,,0.000000,600000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5818493/VDP+EcoDriving,,kinesisstats.osddeltaaccelenginetorqueoverlimitwhilenotoncruisecontrolms,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Eco Driving,Accelerator over 95%,50,delta_accelerator_pedal_time_greater_than_95_percent,delta_accelerator_pedal_time_greater_than_95_percent,,0.000000,600000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5818493/VDP+EcoDriving,,kinesisstats.osddeltaacceleratorpedaltimegreaterthan95percentms,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Eco Driving,Anticipation Braking,1,delta_anticipation_brake_events,delta_anticipation_brake_events,,0.000000,600000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5818493/VDP+EcoDriving,,kinesisstats.osddeltaanticipationbrakeevents,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Eco Driving,Coasting - Delta,1,delta_coasting_time,delta_coasting_time,,0.000000,600000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5818493/VDP+EcoDriving,,kinesisstats.osddeltacoastingtimems,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Eco Driving,Coasting w/ CC + Torque,1,delta_coasting_time_torque_based_while_not_on_cruise_control,delta_coasting_time_torque_based_while_not_on_cruise_control,,0.000000,600000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5818493/VDP+EcoDriving,,kinesisstats.osddeltacoastingtimetorquebasedwhilenotoncruisecontrolms,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Eco Driving,Coasting w/ CC,1,delta_coasting_time_while_not_on_cruise_control,delta_coasting_time_while_not_on_cruise_control,,0.000000,600000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5818493/VDP+EcoDriving,,kinesisstats.osddeltacoastingtimewhilenotoncruisecontrolms,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Eco Driving,Cruise Control,1,delta_cruise_control,delta_cruise_control,,0.000000,600000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5818493/VDP+EcoDriving,,kinesisstats.osddeltacruisecontrolms,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Electric Vehicles,Charging Energy,50,delta_ev_charging_energy,delta_ev_charging_energy,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osddeltaevchargingenergymicrowh,value.int_value,True,False,False,False,True,True,False
Vehicle Diagnostics,Electric Vehicles,Distance Driven on Electric,1,delta_ev_distance_driven_on_electric_power,delta_ev_distance_driven_on_electric_power,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osddeltaevdistancedrivenonelectricpowermeters,value.int_value,True,False,False,True,True,True,False
Vehicle Diagnostics,Electric Vehicles,Consumed Energy,1,delta_ev_energy_consumed,delta_ev_energy_consumed,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osddeltaevenergyconsumedmicrowh,value.int_value,True,False,False,True,True,True,False
Vehicle Diagnostics,Electric Vehicles,Regenerated Energy,50,delta_ev_total_energy_regenerated_while_driving,delta_ev_total_energy_regenerated_while_driving,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osddeltaevtotalenergyregeneratedwhiledrivingmicrowh,value.int_value,True,False,False,True,True,True,False
Vehicle Diagnostics,Fuel and Energy,Fuel Consumption - Liquid,1,delta_fuel_consumed,delta_fuel_consumed,,0.000000,100000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/4621773/VDP+Fuel+Consumption,,kinesisstats.osddeltafuelconsumed,value.int_value,True,True,True,True,True,False,False
Telematics Platform,GPS,GPS Distance Travelled,50,delta_gps_distance,delta_gps_distance,,,,,,,,,,kinesisstats.osddeltagpsdistance,value.double_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Eco Driving,RPM Green Band,1,delta_rpm_green_band,delta_rpm_green_band,,0.000000,600000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5818493/VDP+EcoDriving,,kinesisstats.osddeltarpmgreenbandms,value.int_value,True,True,True,True,True,False,True
Vehicle Diagnostics,US Compliance,Engine Runtime Derived,50,derived_engine_seconds_from_ignition_cycle,derived_engine_seconds_from_ignition_cycle,,,,,,,,,,kinesisstats.osdderivedenginesecondsfromignitioncycle,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,US Compliance,Vehicle Speed,1,engine_milli_knots,engine_milli_knots,,0.000000,137420.000000,,,-20276.000000,20276.000000,,34,kinesisstats.osdenginemilliknots,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,US Compliance,Total Engine Runtime,1,engine_seconds,engine_seconds,,0.000000,773094113010.000000,0.000000,20000.000000,,,,157,kinesisstats.osdengineseconds,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,US Compliance,Engine State,1,engine_state,engine_state,,0.000000,2.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5279935/VDP+Engine+State,,kinesisstats.osdenginestate,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,US Compliance,Engine Activity Method,50,engine_activity_method,engine_activity_method,,,,,,,,,,kinesisstats_history.osdengineactivitymethod,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Electric Vehicles,Average Cell Temperature,50,ev_average_cell_temperature,ev_average_cell_temperature,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevaveragecelltemperaturemillicelsius,value.int_value,True,False,False,True,True,True,False
Vehicle Diagnostics,Electric Vehicles,Charger Current,50,ev_charger_milli_amp,ev_charger_milli_amp,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevchargermilliamp,value.int_value,True,False,False,False,True,True,False
Vehicle Diagnostics,Electric Vehicles,Charger Voltage,50,ev_charger_milli_volt,ev_charger_milli_volt,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevchargermillivolt,value.int_value,True,False,False,False,True,True,False
Vehicle Diagnostics,Electric Vehicles,Charging Status,1,ev_charging_status,ev_charging_status,,0.000000,2.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevchargingstatus,value.int_value,True,False,False,False,True,True,False
Vehicle Diagnostics,Electric Vehicles,Charger Type,50,ev_charging_type,ev_charging_type,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevchargingtype,value.int_value,True,False,False,False,True,True,False
Vehicle Diagnostics,Electric Vehicles,High Capacity Battery Current,50,ev_high_capacity_battery_milli_amp,ev_high_capacity_battery_milli_amp,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevhighcapacitybatterymilliamp,value.int_value,True,False,False,True,True,True,False
Vehicle Diagnostics,Electric Vehicles,High Capacity Battery Voltage,50,ev_high_capacity_battery_milli_volt,ev_high_capacity_battery_milli_volt,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevhighcapacitybatterymillivolt,value.int_value,True,False,False,True,True,True,False
Vehicle Diagnostics,Electric Vehicles,Battery State of Health,1,ev_high_capacity_battery_state_of_health,ev_high_capacity_battery_state_of_health,,0.000000,100000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevhighcapacitybatterystateofhealthmillipercent,value.int_value,True,False,False,True,True,True,False
Vehicle Diagnostics,Electric Vehicles,AC Wall Charger Energy Consumed,50,ev_last_charge_ac_wall_energy_consumed,ev_last_charge_ac_wall_energy_consumed,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevlastchargeacwallenergyconsumedwh,value.int_value,True,False,False,True,True,True,False
Vehicle Diagnostics,Electric Vehicles,State of Charge,1,ev_usable_state_of_charge_milli_percent,ev_usable_state_of_charge_milli_percent,,0.000000,100000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevusablestateofchargemillipercent,value.int_value,True,False,False,True,True,True,False
Vehicle Diagnostics,Fuel and Energy,Type,50,fuel_type,fuel_type,definitions.fuel_types,0.000000,254.500000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/4621773/VDP+Fuel+Consumption,,kinesisstats.osdfueltype,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Eco Driving,Vehicle Weight,50,j1939_cvw_gross_combination_vehicle_weight,j1939_cvw_gross_combination_vehicle_weight,,0.000000,655300.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5818493/VDP+EcoDriving,,kinesisstats.osdj1939cvwgrosscombinationvehicleweightkilograms,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Device Dimensions,Diagnostic Cable,50,obd_cable_id,obd_cable_id,definitions.product_to_cables,,,,,,,,,kinesisstats.osdobdcableid,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,US Compliance,Odometer,1,odometer,odometer,,1.000000,691206266573.000000,0.000000,1000000.000000,0.000000,200.000000,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5715439/VDP+Odometer,1,kinesisstats.osdodometer,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Fuel and Energy,Power Take Off,2,power_take_off,power_take_off,,1.000000,2.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5773902/PTO+Status,,kinesisstats.osdpowertakeoff,value.int_value,True,True,True,True,True,True,False
Vehicle Diagnostics,Safety,Seatbelt Driver,2,seat_belt_driver,seat_belt_driver,,0.000000,2.000000,,,,,,6,kinesisstats.osdseatbeltdriver,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Maintenance,Diesel Particulate Fluid Lamp Status,1,dpf_lamp_status,dpf_lamp_status,,,,,,,,,,kinesisstats.osddpflampstatus,value.int_value,True,True,False,False,False,False,False
Vehicle Diagnostics,General Information,Door Lock Status,1000,door_lock_status,door_lock_status,definitions.door_lock_status,1.000000,2.000000,,,,,,,kinesisstats.osddoorlockstatus,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Door Open Status,1000,door_open_status,door_open_status,definitions.door_open_status,1.000000,2.000000,,,,,,,kinesisstats.osddooropenstatus,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Current Gear Selected,50,vehicle_current_gear,vehicle_current_gear,,-125.000000,126.500000,,,,,,,kinesisstats.osdvehiclecurrentgear,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,Maintenance,Tell Tale Status,1,tell_tale_status,tell_tale_status,,,,,,,,,,kinesisstats.osdtelltalestatus,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Turn Signal Switch State,1000,j1939_oel_turn_signal_switch_state,j1939_oel_turn_signal_switch_state,,0.000000,2.000000,,,,,,,kinesisstats.osdj1939oelturnsignalswitchstate,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Left Turn Signal,1000,left_turn_signal,left_turn_signal,,0.000000,1.000000,,,,,,,kinesisstats.osdj1939lcmdleftturnsignallightscommandstate,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Right Turn Signal,1000,right_turn_signal,right_turn_signal,,0.000000,1.000000,,,,,,,kinesisstats.osdj1939lcmdrightturnsignallightscommandstate,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Reverse Direction Switch,1000,reverse_direction,reverse_direction,,0.000000,1.000000,,,,,,,kinesisstats.osdj1939etc5transmissionreversedirectionswitchstate,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Direction Indicator,1000,direction_indicator,direction_indicator,,0.000000,1.000000,,,,,,,kinesisstats.osdj1939tco1directionindicatorstate,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Steering Wheel Angle,1000,steering_wheel_angle,steering_wheel_angle,,,,,,,,,,kinesisstats.osdj1939vdc2steeringwheelanglepicorad,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Yaw Rate,1000,yaw_rate,yaw_rate,,,,,,,,,,kinesisstats.osdj1939vdc2yawratefemtoradperseconds,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Active Zones,50,reefer_active_zones,reefer_active_zones,,0.000000,3.000000,,,,,,,kinesisstats.osdreeferactivezones,value.int_value,True,True,True,True,True,True,True
Material Spreader,General Information,Actual Dry Material Spread,50,salt_spreader_actual_spread_rate_dry,salt_spreader_actual_spread_rate_dry,,0.000000,282000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreaderactualspreadratedrymilligramspermeter,value.int_value,True,True,True,True,True,True,True
Material Spreader,General Information,Actual Prewet Material Spread,50,salt_spreader_actual_spread_rate_prewet,salt_spreader_actual_spread_rate_prewet,,0.000000,282000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreaderactualspreadrateprewetmilliliterspermeter,value.int_value,True,True,True,True,True,True,True
Material Spreader,General Information,Actual Wet Spread Rate,50,salt_spreader_actual_spread_rate_wet,salt_spreader_actual_spread_rate_wet,,0.000000,282000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreaderactualspreadratewetmilliliterspermeter,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Air Inlet Pressure,50,air_inlet_pressure,air_inlet_pressure,,0.000000,499000.000000,,,,,,,kinesisstats.osdairinletpressurepa,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Air Inlet Temperature,50,air_inlet_temp_milli_c,air_inlet_temp_milli_c,,-39500.000000,209500.000000,,,,,,55,kinesisstats.osdairinlettempmillic,value.int_value,True,True,True,True,True,False,False
Material Spreader,General Information,Salt Spreader Air Temperature,50,salt_spreader_air_temp_milli_c,salt_spreader_air_temp_milli_c,,-40000.000000,40000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreaderairtempmillic,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Return Air Temperature,50,reefer_return_air_temp_milli_c,reefer_return_air_temp_milli_c,,,,,,,,,,kinesisstats.osdreeferreturnairtempmillic,value.int_value,False,True,True,True,True,True,True
